,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
1413,17659,UNIVPHOTO-EQ,UNIVPHOTO,,-1.000000,1,,NSE,5.000000
1414,6556,694AS31-SG,694AS31,,-1.000000,100,,NSE,1.000000
1415,21923,8MN30-SG,8MN30,,-1.000000,100,,NSE,1.000000
1416,10514,UTINIFTETF-BL,UTINIFTETF,,-1.000000,1,,NSE,1.000000
1417,2801,EASEMYTRIP-BL,EASEMYTRIP,,-1.000000,1,,NSE,5.000000
1418,8479,TVSMOTOR-EQ,TVSMOTOR,,-1.000000,1,,NSE,5.000000
1419,10338,787TN33-SG,787TN33,,-1.000000,100,,NSE,1.000000
1420,10051,SFMP6DD-MF,SFMP6DD,,-1.000000,1,,NSE,1.000000
1421,8151,DEVIT-BL,DEVIT,,-1.000000,1,,NSE,5.000000
1422,17530,MAHASTEEL-BL,MAHASTEEL,,-1.000000,1,,NSE,5.000000
1423,11309,BALAXI-EQ,BALAXI,,-1.000000,1,,NSE,5.000000
1424,12905,ZENITHEXPO-BL,ZENITHEXPO,,-1.000000,1,,NSE,5.000000
1425,2385,NAVNETEDUL-EQ,NAVNETEDUL,,-1.000000,1,,NSE,5.000000
1426,19296,TERASOFT-BE,TERASOFT,,-1.000000,1,,NSE,5.000000
1427,20016,714BR30-SG,714BR30,,-1.000000,100,,NSE,1.000000
1428,12250,BBTC-BL,BBTC,,-1.000000,1,,NSE,5.000000
1429,3432,TATACONSUM-EQ,TATACONSUM,,-1.000000,1,,NSE,5.000000
1430,20794,SUMEETINDS-BE,SUMEETINDS,,-1.000000,1,,NSE,5.000000
1431,21050,780AP33-SG,780AP33,,-1.000000,100,,NSE,1.000000
1432,14895,AKI-BE,AKI,,-1.000000,1,,NSE,5.000000
1433,7318,707TN38-SG,707TN38,,-1.000000,100,,NSE,1.000000
1434,12916,SHRIRAMFIN-Z4,SHRIRAMFIN,,-1.000000,1,,NSE,1.000000
1435,8400,CALSOFT-BE,CALSOFT,,-1.000000,1,,NSE,5.000000
1436,3220,LODHA-EQ,LODHA,,-1.000000,1,,NSE,5.000000
1437,15047,DELTACORP-BL,DELTACORP,,-1.000000,1,,NSE,5.000000
1438,3493,TINPLATE-EQ,TINPLATE,,-1.000000,1,,NSE,5.000000
1439,13514,MUNJALAU-BL,MUNJALAU,,-1.000000,1,,NSE,5.000000
1440,13526,HOMESFY-SM,HOMESFY,,-1.000000,300,,NSE,5.000000
1441,22017,66MZ30-SG,66MZ30,,-1.000000,100,,NSE,1.000000
1442,25640,LICMFGOLD-EQ,LICMFGOLD,,-1.000000,1,,NSE,5.000000
1443,6101,70MN31A-SG,70MN31A,,-1.000000,100,,NSE,1.000000
1444,8573,723TN32-SG,723TN32,,-1.000000,100,,NSE,1.000000
1445,11589,762GJ29-SG,762GJ29,,-1.000000,100,,NSE,1.000000
1446,3689,704AP40-SG,704AP40,,-1.000000,100,,NSE,1.000000
1447,30108,ABFRL-EQ,ABFRL,,-1.000000,1,,NSE,5.000000
1448,12590,MFSL-BL,MFSL,,-1.000000,1,,NSE,5.000000
1449,13903,CREST-BL,CREST,,-1.000000,1,,NSE,5.000000
1450,19352,PROLIFE-SM,PROLIFE,,-1.000000,500,,NSE,5.000000
1451,3607,UNIVCABLES-EQ,UNIVCABLES,,-1.000000,1,,NSE,5.000000
1452,14400,AMDIND-BL,AMDIND,,-1.000000,1,,NSE,5.000000
1453,5859,IBULHSGFIN-NU,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
1454,14892,ASIANTILES-BL,ASIANTILES,,-1.000000,1,,NSE,5.000000
1455,8900,MINDPOOL-SM,MINDPOOL,,-1.000000,1000,,NSE,5.000000
1456,8372,733TN57-SG,733TN57,,-1.000000,100,,NSE,1.000000
1457,419,BEPL-EQ,BEPL,,-1.000000,1,,NSE,5.000000
1458,17945,SUVENPHAR-EQ,SUVENPHAR,,-1.000000,1,,NSE,5.000000
1459,1660,ITC-EQ,ITC,,-1.000000,1,,NSE,5.000000
1460,583,CANFINHOME-EQ,CANFINHOME,,-1.000000,1,,NSE,5.000000
1461,16928,739TN33A-SG,739TN33A,,-1.000000,100,,NSE,1.000000
1462,2709,MTARTECH-EQ,MTARTECH,,-1.000000,1,,NSE,5.000000
1463,13976,TANLA-EQ,TANLA,,-1.000000,1,,NSE,5.000000
1464,12227,AUROPHARMA-BL,AUROPHARMA,,-1.000000,1,,NSE,5.000000
1465,9520,DHANILOANS-Y4,DHANILOANS,,-1.000000,1,,NSE,1.000000
1466,1879,CARYSIL-EQ,CARYSIL,,-1.000000,1,,NSE,5.000000
1467,11841,KENNAMET-EQ,KENNAMET,,-1.000000,1,,NSE,5.000000
1468,15578,737AP43-SG,737AP43,,-1.000000,100,,NSE,1.000000
1469,300,685KA30-SG,685KA30,,-1.000000,100,,NSE,1.000000
1470,16066,736AP34-SG,736AP34,,-1.000000,100,,NSE,1.000000
1471,812,BSHSL-BE,BSHSL,,-1.000000,1,,NSE,5.000000
1472,16942,364D200624-TB,364D200624,,-1.000000,100,,NSE,1.000000
1473,21933,778MH29-SG,778MH29,,-1.000000,100,,NSE,1.000000
1474,20821,IRBINVIT-BL,IRBINVIT,,-1.000000,1,,NSE,1.000000
1475,13270,JKCEMENT-EQ,JKCEMENT,,-1.000000,1,,NSE,5.000000
1476,2387,72UP31-SG,72UP31,,-1.000000,100,,NSE,1.000000
1477,9433,763HR29-SG,763HR29,,-1.000000,100,,NSE,1.000000
1478,15160,KALYANIFRG-BE,KALYANIFRG,,-1.000000,1,,NSE,5.000000
1479,12585,MARICO-BL,MARICO,,-1.000000,1,,NSE,5.000000
1480,11457,KOTAKNV20-EQ,KOTAKNV20,,-1.000000,1,,NSE,1.000000
1481,12591,MCDOWELL-N-BL,MCDOWELL-N,,-1.000000,1,,NSE,5.000000
1482,12751,SHOPERSTOP-BL,SHOPERSTOP,,-1.000000,1,,NSE,5.000000
1483,13172,ANSALAPI-BL,ANSALAPI,,-1.000000,1,,NSE,5.000000
1484,13714,FIEMIND-BL,FIEMIND,,-1.000000,1,,NSE,5.000000
1485,10487,RAMRAT-BL,RAMRAT,,-1.000000,1,,NSE,5.000000
1486,264,NIRAJ-BL,NIRAJ,,-1.000000,1,,NSE,5.000000
1487,1866,664AP39-SG,664AP39,,-1.000000,100,,NSE,1.000000
1488,14838,DECCANCE-EQ,DECCANCE,,-1.000000,1,,NSE,5.000000
1489,13856,VENUSREM-BE,VENUSREM,,-1.000000,1,,NSE,5.000000
1490,38,685AP36-SG,685AP36,,-1.000000,100,,NSE,1.000000
1491,2200,SGBFEB29XI-GB,SGBFEB29XI,,-1.000000,1,,NSE,1.000000
1492,5583,AMIORG-BL,AMIORG,,-1.000000,1,,NSE,5.000000
1493,8003,SILVER-EQ,SILVER,,-1.000000,1,,NSE,1.000000
1494,14608,GSLSU-BL,GSLSU,,-1.000000,1,,NSE,5.000000
1495,17924,GEEKAYWIRE-BE,GEEKAYWIRE,,-1.000000,1,,NSE,5.000000
1496,18086,DBL-EQ,DBL,,-1.000000,1,,NSE,5.000000
1497,15090,SILVERETF-BL,SILVERETF,,-1.000000,1,,NSE,1.000000
1498,29423,MOHITIND-EQ,MOHITIND,,-1.000000,1,,NSE,5.000000
1499,13854,IIFL-NT,IIFL,,-1.000000,1,,NSE,1.000000
1500,31482,NHPC-N1,NHPC,,-1.000000,1,,NSE,1.000000
1501,5214,IIHFL-N5,IIHFL,,-1.000000,1,,NSE,1.000000
1502,22605,PFS-BL,PFS,,-1.000000,1,,NSE,5.000000
1503,4899,72KL56-SG,72KL56,,-1.000000,100,,NSE,1.000000
1504,20155,69AS30-SG,69AS30,,-1.000000,100,,NSE,1.000000
1505,22065,788RJ32-SG,788RJ32,,-1.000000,100,,NSE,1.000000
1506,25690,DSSL-EQ,DSSL,,-1.000000,1,,NSE,5.000000
1507,5309,REXPIPES-SM,REXPIPES,,-1.000000,4000,,NSE,5.000000
1508,29598,REPCOHOME-EQ,REPCOHOME,,-1.000000,1,,NSE,5.000000
1509,14856,OMAXE-BL,OMAXE,,-1.000000,1,,NSE,5.000000
1510,12958,TCFSL-NL,TCFSL,,-1.000000,1,,NSE,1.000000
1511,22029,703PY28-SG,703PY28,,-1.000000,100,,NSE,1.000000
1512,13630,364D040124-TB,364D040124,,-1.000000,100,,NSE,1.000000
1513,12249,BATAINDIA-BL,BATAINDIA,,-1.000000,1,,NSE,5.000000
1514,13371,SGL-BL,SGL,,-1.000000,1,,NSE,5.000000
1515,14002,SITINET-BL,SITINET,,-1.000000,1,,NSE,5.000000
1516,19372,SPCENET-EQ,SPCENET,,-1.000000,1,,NSE,5.000000
1517,22332,660AP39-SG,660AP39,,-1.000000,100,,NSE,1.000000
1518,7361,SETFNIFBK-EQ,SETFNIFBK,,-1.000000,1,,NSE,1.000000
1519,19940,KILITCH-BL,KILITCH,,-1.000000,1,,NSE,5.000000
1520,17999,UNITEDTEA-EQ,UNITEDTEA,,-1.000000,1,,NSE,5.000000
1521,29426,MOHITIND-BL,MOHITIND,,-1.000000,1,,NSE,5.000000
1522,16982,747GA38-SG,747GA38,,-1.000000,100,,NSE,1.000000
1523,16950,CELLPOINT-SM,CELLPOINT,,-1.000000,1200,,NSE,5.000000
1524,25512,FLEXITUFF-EQ,FLEXITUFF,,-1.000000,1,,NSE,5.000000
1525,12910,21STCENMGM-BL,21STCENMGM,,-1.000000,1,,NSE,5.000000
1526,9950,POONAWALLA-N3,POONAWALLA,,-1.000000,1,,NSE,1.000000
1527,18039,ADVENZYMES-EQ,ADVENZYMES,,-1.000000,1,,NSE,5.000000
1528,5279,ROLEXRINGS-EQ,ROLEXRINGS,,-1.000000,1,,NSE,5.000000
1529,7874,734TS34-SG,734TS34,,-1.000000,100,,NSE,1.000000
1530,22346,ICICIALPLV-BL,ICICIALPLV,,-1.000000,1,,NSE,1.000000
1531,20619,SUPERHOUSE-BL,SUPERHOUSE,,-1.000000,1,,NSE,5.000000
1532,13740,SHYAMTEL-EQ,SHYAMTEL,,-1.000000,1,,NSE,5.000000
1533,10,ABAN-EQ,ABAN,,-1.000000,1,,NSE,5.000000
1534,11984,767KA32-SG,767KA32,,-1.000000,100,,NSE,1.000000
1535,15278,ONMOBILE-EQ,ONMOBILE,,-1.000000,1,,NSE,5.000000
1536,17331,182D180124-TB,182D180124,,-1.000000,100,,NSE,1.000000
1537,2988,SANDESH-EQ,SANDESH,,-1.000000,1,,NSE,5.000000
1538,2493,ORIENTHOT-EQ,ORIENTHOT,,-1.000000,1,,NSE,5.000000
1539,20326,RESPONIND-BL,RESPONIND,,-1.000000,1,,NSE,5.000000
1540,21487,STEL-BL,STEL,,-1.000000,1,,NSE,5.000000
1541,5230,698TN31A-SG,698TN31A,,-1.000000,100,,NSE,1.000000
1542,5678,691MH33-SG,691MH33,,-1.000000,100,,NSE,1.000000
1543,2117,TARACHAND-SM,TARACHAND,,-1.000000,2000,,NSE,5.000000
1544,20323,RESPONIND-EQ,RESPONIND,,-1.000000,1,,NSE,5.000000
1545,17535,IBULHSGFIN-AY,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
1546,12995,OSWALAGRO-BL,OSWALAGRO,,-1.000000,1,,NSE,5.000000
1547,8840,USHAMART-EQ,USHAMART,,-1.000000,1,,NSE,5.000000
1548,9610,ICDSLTD-BE,ICDSLTD,,-1.000000,1,,NSE,5.000000
1549,9046,AGROPHOS-EQ,AGROPHOS,,-1.000000,1,,NSE,5.000000
1550,15347,GSS-EQ,GSS,,-1.000000,1,,NSE,5.000000
1551,22061,790RJ26-SG,790RJ26,,-1.000000,100,,NSE,1.000000
1552,99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000
1553,6022,ABSLAMC-BL,ABSLAMC,,-1.000000,1,,NSE,5.000000
1554,14432,771GJ34-SG,771GJ34,,-1.000000,100,,NSE,1.000000
1555,17325,736AP38A-SG,736AP38A,,-1.000000,100,,NSE,1.000000
1556,335,BALKRISIND-EQ,BALKRISIND,,-1.000000,1,,NSE,5.000000
1557,13875,JINDRILL-EQ,JINDRILL,,-1.000000,1,,NSE,5.000000
1558,15399,EIHAHOTELS-EQ,EIHAHOTELS,,-1.000000,1,,NSE,5.000000
1559,7156,683TN31A-SG,683TN31A,,-1.000000,100,,NSE,1.000000
1560,7945,AVANTIFEED-BL,AVANTIFEED,,-1.000000,1,,NSE,5.000000
1561,15009,736MH28-SG,736MH28,,-1.000000,100,,NSE,1.000000
1562,22174,65WB30-SG,65WB30,,-1.000000,100,,NSE,1.000000
1563,12349,PGHL-BL,PGHL,,-1.000000,1,,NSE,5.000000
1564,13251,SAKUMA-EQ,SAKUMA,,-1.000000,1,,NSE,5.000000
1565,2257,697RJ51A-SG,697RJ51A,,-1.000000,100,,NSE,1.000000
1566,7707,722KA35-SG,722KA35,,-1.000000,100,,NSE,1.000000
1567,12599,MIRZAINT-BL,MIRZAINT,,-1.000000,1,,NSE,5.000000
1568,11654,LALPATHLAB-EQ,LALPATHLAB,,-1.000000,1,,NSE,5.000000
1569,31021,THOMASCOTT-BE,THOMASCOTT,,-1.000000,1,,NSE,5.000000
1570,11829,SSWL-EQ,SSWL,,-1.000000,1,,NSE,5.000000
1571,14915,KPRMILL-BL,KPRMILL,,-1.000000,1,,NSE,5.000000
1572,1404,SUPREMEENG-BL,SUPREMEENG,,-1.000000,1,,NSE,5.000000
1573,6099,697UP31A-SG,697UP31A,,-1.000000,100,,NSE,1.000000
1574,2566,729KA36-SG,729KA36,,-1.000000,100,,NSE,1.000000
1575,11665,NHIT-N2,NHIT,,-1.000000,1,,NSE,1.000000
1576,7533,702TN31-SG,702TN31,,-1.000000,100,,NSE,1.000000
1577,1467,AKZOINDIA-EQ,AKZOINDIA,,-1.000000,1,,NSE,5.000000
1578,7089,STARHEALTH-BL,STARHEALTH,,-1.000000,1,,NSE,5.000000
1579,21162,695AS30-SG,695AS30,,-1.000000,100,,NSE,1.000000
1580,16802,737NL33A-SG,737NL33A,,-1.000000,100,,NSE,1.000000
1581,17209,DSPITETF-BL,DSPITETF,,-1.000000,1,,NSE,1.000000
1582,13842,MMFL-BL,MMFL,,-1.000000,1,,NSE,5.000000
1583,22046,58RJ25-SG,58RJ25,,-1.000000,100,,NSE,1.000000
1584,22177,735WB30-SG,735WB30,,-1.000000,100,,NSE,1.000000
1585,6990,684RJ31B-SG,684RJ31B,,-1.000000,100,,NSE,1.000000
1586,1343,SDBL-BL,SDBL,,-1.000000,1,,NSE,5.000000
1587,12795,SUPERSPIN-BL,SUPERSPIN,,-1.000000,1,,NSE,5.000000
1588,21950,729MP35-SG,729MP35,,-1.000000,100,,NSE,1.000000
1589,3345,SUNDRMFAST-EQ,SUNDRMFAST,,-1.000000,1,,NSE,5.000000
1590,17251,743AP42-SG,743AP42,,-1.000000,100,,NSE,1.000000
1591,12248,BASML-BL,BASML,,-1.000000,1,,NSE,5.000000
1592,20919,715AP36-SG,715AP36,,-1.000000,100,,NSE,1.000000
1593,6198,FCL-EQ,FCL,,-1.000000,1,,NSE,5.000000
1594,17416,SERVICE-ST,SERVICE,,-1.000000,2000,,NSE,5.000000
1595,9342,PNC-EQ,PNC,,-1.000000,1,,NSE,5.000000
1596,2816,RALLIS-EQ,RALLIS,,-1.000000,1,,NSE,5.000000
1597,20041,711HP28-SG,711HP28,,-1.000000,100,,NSE,1.000000
1598,5577,667GS2035-GS,667GS2035,,-1.000000,1,,NSE,1.000000
1599,14421,77AP29-SG,77AP29,,-1.000000,100,,NSE,1.000000
1600,22446,552AP24-SG,552AP24,,-1.000000,100,,NSE,1.000000
1601,22117,576TN24-SG,576TN24,,-1.000000,100,,NSE,1.000000
1602,10520,KOTAKCONS-BL,KOTAKCONS,,-1.000000,1,,NSE,1.000000
1603,16401,91D310823-TB,91D310823,,-1.000000,100,,NSE,1.000000
1604,22294,655AP35-SG,655AP35,,-1.000000,100,,NSE,1.000000
1605,5876,469ML23-SG,469ML23,,-1.000000,100,,NSE,1.000000
1606,1979,LAXMIMACH-EQ,LAXMIMACH,,-1.000000,1,,NSE,5.000000
1607,20959,719JK29-SG,719JK29,,-1.000000,100,,NSE,1.000000
1608,3996,GS150324C-GS,GS150324C,,-1.000000,100,,NSE,1.000000
1609,7867,643RJ27-SG,643RJ27,,-1.000000,100,,NSE,1.000000
1610,14485,THEMISMED-EQ,THEMISMED,,-1.000000,1,,NSE,5.000000
1611,25178,TDPOWERSYS-EQ,TDPOWERSYS,,-1.000000,1,,NSE,5.000000
1612,10473,POWERMECH-EQ,POWERMECH,,-1.000000,1,,NSE,5.000000
1613,9953,784TN52-SG,784TN52,,-1.000000,100,,NSE,1.000000
1614,8295,712AS32A-SG,712AS32A,,-1.000000,100,,NSE,1.000000
1615,14668,182D220923-TB,182D220923,,-1.000000,100,,NSE,1.000000
1616,10381,798RJ42-SG,798RJ42,,-1.000000,100,,NSE,1.000000
1617,5616,GANESHBE-BL,GANESHBE,,-1.000000,1,,NSE,5.000000
1618,12513,JINDALPHOT-BL,JINDALPHOT,,-1.000000,1,,NSE,5.000000
1619,22073,659RJ30-SG,659RJ30,,-1.000000,100,,NSE,1.000000
1620,25759,VIKASECO-BL,VIKASECO,,-1.000000,1,,NSE,5.000000
1621,19064,MANAPPURAM-BL,MANAPPURAM,,-1.000000,1,,NSE,5.000000
1622,13384,765KA34-SG,765KA34,,-1.000000,100,,NSE,1.000000
1623,15254,CEATLTD-EQ,CEATLTD,,-1.000000,1,,NSE,5.000000
1624,13413,GPIL-BL,GPIL,,-1.000000,1,,NSE,5.000000
1625,12565,LUPIN-BL,LUPIN,,-1.000000,1,,NSE,5.000000
1626,99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
1627,5551,ABMINTLLTD-BE,ABMINTLLTD,,-1.000000,1,,NSE,5.000000
1628,12074,63MOONS-BL,63MOONS,,-1.000000,1,,NSE,5.000000
1629,11866,757GJ26-SG,757GJ26,,-1.000000,100,,NSE,1.000000
1630,12378,GAEL-BL,GAEL,,-1.000000,1,,NSE,5.000000
1631,11394,ZOTA-EQ,ZOTA,,-1.000000,1,,NSE,5.000000
1632,10841,HDFC1406RD-MF,HDFC1406RD,,-1.000000,1,,NSE,1.000000
1633,11825,IBULHSGFIN-ZD,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
1634,19233,AARTISURF-EQ,AARTISURF,,-1.000000,1,,NSE,5.000000
1635,14971,710GR2028-GS,710GR2028,,-1.000000,1,,NSE,1.000000
1636,22159,708CG30-SG,708CG30,,-1.000000,100,,NSE,1.000000
1637,2557,723PN31-SG,723PN31,,-1.000000,100,,NSE,1.000000
1638,17561,FILDF2GPD-MF,FILDF2GPD,,-1.000000,1,,NSE,1.000000
1639,17347,NAVIFIN-N6,NAVIFIN,,-1.000000,1,,NSE,1.000000
1640,17606,MAHEPC-BL,MAHEPC,,-1.000000,1,,NSE,5.000000
1641,12660,75AP28-SG,75AP28,,-1.000000,100,,NSE,1.000000
1642,14537,DISHTV-EQ,DISHTV,,-1.000000,1,,NSE,5.000000
1643,3946,GS101123C-GS,GS101123C,,-1.000000,100,,NSE,1.000000
1644,9422,SILVERTUC-EQ,SILVERTUC,,-1.000000,1,,NSE,5.000000
1645,18176,IFD3DPD-MF,IFD3DPD,,-1.000000,1,,NSE,1.000000
1646,5622,ITDCEM-EQ,ITDCEM,,-1.000000,1,,NSE,5.000000
1647,5595,SFMP50GD-MF,SFMP50GD,,-1.000000,1,,NSE,1.000000
1648,15035,364D110424-TB,364D110424,,-1.000000,100,,NSE,1.000000
1649,17221,742TN33-SG,742TN33,,-1.000000,100,,NSE,1.000000
1650,11586,TRACXN-BL,TRACXN,,-1.000000,1,,NSE,5.000000
1651,5886,694RJ33-SG,694RJ33,,-1.000000,100,,NSE,1.000000
1652,10293,KCK-SM,KCK,,-1.000000,4000,,NSE,5.000000
1653,25140,BROOKS-BE,BROOKS,,-1.000000,1,,NSE,5.000000
1654,13332,SOLARINDS-EQ,SOLARINDS,,-1.000000,1,,NSE,5.000000
1655,10723,ICICIINFRA-EQ,ICICIINFRA,,-1.000000,1,,NSE,1.000000
1656,27,SCAPDVR-BE,SCAPDVR,,-1.000000,1,,NSE,5.000000
1657,24388,KARMAENG-BL,KARMAENG,,-1.000000,1,,NSE,5.000000
1658,12526,JUNIORBEES-BL,JUNIORBEES,,-1.000000,1,,NSE,1.000000
1659,2708,PRAKASH-EQ,PRAKASH,,-1.000000,1,,NSE,5.000000
1660,18564,LTTS-EQ,LTTS,,-1.000000,1,,NSE,5.000000
1661,387,SINTERCOM-BL,SINTERCOM,,-1.000000,1,,NSE,5.000000
1662,2665,593RJ25-SG,593RJ25,,-1.000000,100,,NSE,1.000000
1663,99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000
1664,1987,IRFC-NB,IRFC,,-1.000000,1,,NSE,1.000000
1665,10470,782SK32-SG,782SK32,,-1.000000,100,,NSE,1.000000
1666,9916,786AS32-SG,786AS32,,-1.000000,100,,NSE,1.000000
1667,14271,768BR33-SG,768BR33,,-1.000000,100,,NSE,1.000000
1668,2016,661RJ31A-SG,661RJ31A,,-1.000000,100,,NSE,1.000000
1669,6865,BAJAJHCARE-BL,BAJAJHCARE,,-1.000000,1,,NSE,5.000000
1670,13262,364D211223-TB,364D211223,,-1.000000,100,,NSE,1.000000
1671,9378,TRU-EQ,TRU,,-1.000000,1,,NSE,5.000000
1672,11627,NARMADA-EQ,NARMADA,,-1.000000,1,,NSE,5.000000
1673,1672,HGINFRA-EQ,HGINFRA,,-1.000000,1,,NSE,5.000000
1674,17706,BROOKS-RE-BL,BROOKS-RE,,-1.000000,1,,NSE,5.000000
1675,5071,SHEMAROO-BL,SHEMAROO,,-1.000000,1,,NSE,5.000000
1676,21645,724AP35-SG,724AP35,,-1.000000,100,,NSE,1.000000
1677,20546,715GA30-SG,715GA30,,-1.000000,100,,NSE,1.000000
1678,14745,ADVANIHOTR-EQ,ADVANIHOTR,,-1.000000,1,,NSE,5.000000
1679,9685,TRIDENT-EQ,TRIDENT,,-1.000000,1,,NSE,5.000000
1680,14026,IBUCCREDIT-NI,IBUCCREDIT,,-1.000000,1,,NSE,1.000000
1681,11303,364D280923-TB,364D280923,,-1.000000,100,,NSE,1.000000
1682,15281,ONMOBILE-BL,ONMOBILE,,-1.000000,1,,NSE,5.000000
1683,25417,SETUINFRA-BL,SETUINFRA,,-1.000000,1,,NSE,5.000000
1684,20163,CANTABIL-BL,CANTABIL,,-1.000000,1,,NSE,5.000000
1685,12121,AARTISURF-P1,AARTISURF,,-1.000000,1,,NSE,5.000000
1686,12005,FAZE3Q-BL,FAZE3Q,,-1.000000,1,,NSE,5.000000
1687,2673,713RJ31-SG,713RJ31,,-1.000000,100,,NSE,1.000000
1688,16154,REMUS-SM,REMUS,,-1.000000,100,,NSE,5.000000
1689,16261,743MZ36-SG,743MZ36,,-1.000000,100,,NSE,1.000000
1690,13153,UTIDGR35P2-MF,UTIDGR35P2,,-1.000000,1,,NSE,1.000000
1691,12639,NRBBEARING-BL,NRBBEARING,,-1.000000,1,,NSE,5.000000
1692,27037,TBZ-EQ,TBZ,,-1.000000,1,,NSE,5.000000
1693,14342,GANESHHOUC-BL,GANESHHOUC,,-1.000000,1,,NSE,5.000000
1694,1164,NEWGEN-EQ,NEWGEN,,-1.000000,1,,NSE,5.000000
1695,9932,VIKASLIFE-BL,VIKASLIFE,,-1.000000,1,,NSE,5.000000
1696,16725,RPGLIFE-EQ,RPGLIFE,,-1.000000,1,,NSE,5.000000
1697,3361,SFMP43GR-MF,SFMP43GR,,-1.000000,1,,NSE,1.000000
1698,6979,DMCC-BL,DMCC,,-1.000000,1,,NSE,5.000000
1699,1570,GMMPFAUDLR-EQ,GMMPFAUDLR,,-1.000000,1,,NSE,5.000000
1700,12255,BERGEPAINT-BL,BERGEPAINT,,-1.000000,1,,NSE,5.000000
1701,29962,JUSTDIAL-EQ,JUSTDIAL,,-1.000000,1,,NSE,5.000000
1702,10337,792AP41-SG,792AP41,,-1.000000,100,,NSE,1.000000
1703,10336,797AP39-SG,797AP39,,-1.000000,100,,NSE,1.000000
1704,1841,KCP-EQ,KCP,,-1.000000,1,,NSE,5.000000
1705,2632,KOTAKIT-BL,KOTAKIT,,-1.000000,1,,NSE,1.000000
1706,11943,MCLEODRUSS-EQ,MCLEODRUSS,,-1.000000,1,,NSE,5.000000
1707,12556,SFMP72DR-MF,SFMP72DR,,-1.000000,1,,NSE,1.000000
1708,13276,LANDMARK-EQ,LANDMARK,,-1.000000,1,,NSE,5.000000
1709,21139,694GA30-SG,694GA30,,-1.000000,100,,NSE,1.000000
1710,5171,SBIETFCON-BL,SBIETFCON,,-1.000000,1,,NSE,1.000000
1711,12608,MRPL-BL,MRPL,,-1.000000,1,,NSE,5.000000
1712,12507,JAYSREETEA-BL,JAYSREETEA,,-1.000000,1,,NSE,5.000000
1713,9195,IBULHSGFIN-YL,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
1714,15405,PDMJEPAPER-BL,PDMJEPAPER,,-1.000000,1,,NSE,5.000000
1715,1919,KOPRAN-EQ,KOPRAN,,-1.000000,1,,NSE,5.000000
1716,17320,HDFCBANK-W3,HDFCBANK,,-1.000000,600,,NSE,5.000000
1717,22297,654MP35-SG,654MP35,,-1.000000,100,,NSE,1.000000
1718,8136,724RJ32A-SG,724RJ32A,,-1.000000,100,,NSE,1.000000
1719,12458,ICICIBANK-BL,ICICIBANK,,-1.000000,1,,NSE,5.000000
1720,2256,PENINLAND-EQ,PENINLAND,,-1.000000,1,,NSE,5.000000
1721,30960,UDAIPIPIII-MF,UDAIPIPIII,,-1.000000,1,,NSE,1.000000
1722,14636,77AP30A-SG,77AP30A,,-1.000000,100,,NSE,1.000000
1723,10913,758AP42-SG,758AP42,,-1.000000,100,,NSE,1.000000
1724,11371,BGLOBAL-BZ,BGLOBAL,,-1.000000,1,,NSE,5.000000
1725,14982,CENTUM-EQ,CENTUM,,-1.000000,1,,NSE,5.000000
1726,17682,182D010224-TB,182D010224,,-1.000000,100,,NSE,1.000000
1727,10343,RADHIKAJWE-EQ,RADHIKAJWE,,-1.000000,1,,NSE,5.000000
1728,22265,64KA30-SG,64KA30,,-1.000000,100,,NSE,1.000000
1729,3655,678KL31-SG,678KL31,,-1.000000,100,,NSE,1.000000
1730,14955,INDOWIND-BL,INDOWIND,,-1.000000,1,,NSE,5.000000
1731,25693,DSSL-BL,DSSL,,-1.000000,1,,NSE,5.000000
1732,4709,SHYAMMETL-BL,SHYAMMETL,,-1.000000,1,,NSE,5.000000
1733,3251,NITIRAJ-BE,NITIRAJ,,-1.000000,1,,NSE,5.000000
1734,13088,AIAENG-BL,AIAENG,,-1.000000,1,,NSE,5.000000
1735,8082,SILVERBEES-BL,SILVERBEES,,-1.000000,1,,NSE,1.000000
1736,165,674GA30-SG,674GA30,,-1.000000,100,,NSE,1.000000
1737,3070,68KL31-SG,68KL31,,-1.000000,100,,NSE,1.000000
1738,12036,FIVESTAR-BL,FIVESTAR,,-1.000000,1,,NSE,5.000000
1739,11449,PILANIINVS-BL,PILANIINVS,,-1.000000,1,,NSE,5.000000
1740,15044,DELTACORP-EQ,DELTACORP,,-1.000000,1,,NSE,5.000000
1741,2756,716ML31-SG,716ML31,,-1.000000,100,,NSE,1.000000
1742,9844,NAVIFIN-N2,NAVIFIN,,-1.000000,1,,NSE,1.000000
1743,5524,628GJ27-SG,628GJ27,,-1.000000,100,,NSE,1.000000
1744,7158,697GS2026-GS,697GS2026,,-1.000000,1,,NSE,1.000000
1745,14455,757TN53-SG,757TN53,,-1.000000,100,,NSE,1.000000
